Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method,Year,Month,Quarter
Foot Locker,1185732,2021-11-18,Midwest,Missouri,St. Louis,Women's Street Footwear,25.0,295.0,7375.0,2581.0,In-store,2021,11,4
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,35.0,295.0,10325.0,434.0,Outlet,2020,3,1
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,32.0,295.0,9440.0,538.0,Outlet,2020,8,3
Walmart,1197831,2020-08-18,South,Texas,Houston,Men's Street Footwear,28.0,295.0,8260.0,339.0,Outlet,2020,8,3
Walmart,1197831,2020-08-24,South,Texas,Houston,Men's Street Footwear,29.0,295.0,8555.0,342.0,Outlet,2020,8,3
Sports Direct,1185732,2021-07-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,60.0,294.0,17640.0,882.0,Online,2021,7,3
Walmart,1185732,2020-04-29,Northeast,New York,New York,Women's Street Footwear,43.0,294.0,12642.0,531.0,Outlet,2020,4,2
Walmart,1197831,2020-08-29,South,Texas,Houston,Women's Apparel,47.0,293.0,13771.0,868.0,Online,2020,8,3
West Gear,1128299,2021-02-11,West,California,San Francisco,Men's Street Footwear,51.0,293.0,14943.0,598.0,Online,2021,2,1
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290.0,13920.0,529.0,Online,2020,1,1
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290.0,17110.0,616.0,Online,2020,3,1
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290.0,17980.0,665.0,Online,2020,4,2
Walmart,1185732,2020-04-26,Northeast,New York,New York,Women's Apparel,68.0,290.0,19720.0,749.0,Online,2020,4,2
Walmart,1185732,2020-07-18,Northeast,New York,New York,Women's Apparel,68.0,290.0,19720.0,690.0,Online,2020,7,3
West Gear,1185732,2020-04-24,Southeast,Florida,Miami,Men's Street Footwear,55.0,290.0,15950.0,941.0,Online,2020,4,2
Foot Locker,1185732,2021-12-05,Southeast,South Carolina,Charleston,Men's Street Footwear,67.0,290.0,19430.0,1166.0,Online,2021,12,4
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,43.0,289.0,12427.0,398.0,Outlet,2020,1,1
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,31.0,289.0,8959.0,331.0,Outlet,2020,2,1
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,33.0,289.0,9537.0,381.0,Outlet,2020,2,1
Walmart,1185732,2020-04-25,Northeast,New York,New York,Men's Apparel,51.0,289.0,14739.0,472.0,Outlet,2020,4,2
Sports Direct,1197831,2020-07-26,South,Texas,Houston,Men's Athletic Footwear,23.0,289.0,6647.0,279.0,Outlet,2020,7,3
Walmart,1197831,2020-10-25,South,Texas,Houston,Women's Apparel,44.0,289.0,12716.0,725.0,Outlet,2020,10,4
West Gear,1128299,2020-11-07,West,California,San Francisco,Men's Street Footwear,28.0,289.0,8092.0,340.0,Outlet,2020,11,4
West Gear,1128299,2021-01-30,West,California,San Francisco,Men's Street Footwear,36.0,289.0,10404.0,343.0,Outlet,2021,1,1
Kohl's,1189833,2021-05-07,West,California,Los Angeles,Men's Street Footwear,38.0,289.0,10982.0,505.0,Outlet,2021,5,2
Foot Locker,1185732,2021-07-16,South,Mississippi,Jackson,Men's Street Footwear,47.0,289.0,13583.0,625.0,Outlet,2021,7,3
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,36.0,288.0,10368.0,435.0,Outlet,2020,2,1
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,45.0,288.0,12960.0,441.0,Outlet,2020,3,1
Kohl's,1189833,2021-05-26,West,California,Los Angeles,Men's Athletic Footwear,42.0,288.0,12096.0,339.0,Outlet,2021,5,2
West Gear,1185732,2021-02-10,Southeast,Florida,Orlando,Men's Street Footwear,36.0,288.0,10368.0,487.0,Outlet,2021,2,1
Foot Locker,1185732,2021-09-05,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,287.0,14637.0,849.0,Online,2021,9,3
Walmart,1197831,2020-08-13,South,Texas,Houston,Men's Athletic Footwear,30.0,287.0,8610.0,362.0,Outlet,2020,8,3
West Gear,1128299,2021-01-24,West,California,San Francisco,Men's Street Footwear,40.0,287.0,11480.0,402.0,Outlet,2021,1,1
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,42.0,287.0,12054.0,205.0,Outlet,2021,1,1
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286.0,17446.0,698.0,Online,2020,3,1
Walmart,1185732,2020-05-05,Northeast,New York,New York,Women's Street Footwear,54.0,285.0,15390.0,723.0,Online,2020,5,2
Walmart,1197831,2020-10-27,South,Texas,Houston,Men's Athletic Footwear,44.0,285.0,12540.0,602.0,Online,2020,10,4
Sports Direct,1197831,2021-04-23,South,Tennessee,Knoxville,Women's Street Footwear,46.0,285.0,13110.0,787.0,Online,2021,4,2
Walmart,1197831,2020-08-25,South,Texas,Houston,Men's Athletic Footwear,32.0,285.0,9120.0,383.0,Outlet,2020,8,3
Kohl's,1189833,2021-04-25,West,California,Los Angeles,Men's Street Footwear,30.0,285.0,8550.0,402.0,Outlet,2021,4,2
Foot Locker,1185732,2020-09-23,Southeast,Florida,Miami,Men's Street Footwear,53.0,284.0,15052.0,828.0,Online,2020,9,3
Foot Locker,1185732,2021-04-06,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,283.0,9339.0,532.0,Online,2021,4,2
Foot Locker,1185732,2021-05-05,Southeast,South Carolina,Charleston,Men's Street Footwear,48.0,282.0,13536.0,744.0,Online,2021,5,2
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,36.0,281.0,10116.0,374.0,Outlet,2020,1,1
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,44.0,281.0,12364.0,445.0,Outlet,2020,2,1
Walmart,1197831,2020-10-22,South,Texas,Houston,Women's Street Footwear,34.0,281.0,9554.0,373.0,Outlet,2020,10,4
West Gear,1128299,2021-01-08,West,California,San Francisco,Women's Street Footwear,42.0,281.0,11802.0,531.0,Outlet,2021,1,1
Sports Direct,1197831,2021-10-16,South,Texas,Dallas,Men's Street Footwear,46.0,281.0,12926.0,608.0,Outlet,2021,10,4
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Apparel,30.0,281.0,8430.0,447.0,Outlet,2021,1,1
Walmart,1185732,2020-04-24,Northeast,New York,New York,Women's Apparel,59.0,280.0,16520.0,661.0,Online,2020,4,2
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,47.0,280.0,13160.0,461.0,Outlet,2020,2,1
Walmart,1185732,2020-05-01,Northeast,New York,New York,Men's Apparel,47.0,280.0,13160.0,474.0,Outlet,2020,5,2
West Gear,1128299,2021-01-31,West,California,San Francisco,Men's Athletic Footwear,39.0,280.0,10920.0,197.0,Outlet,2021,1,1
Sports Direct,1197831,2021-09-11,South,Texas,Dallas,Men's Athletic Footwear,40.0,280.0,11200.0,459.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,42.0,280.0,11760.0,647.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-05,South,Alabama,Birmingham,Women's Apparel,36.0,280.0,10080.0,645.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-11,South,Alabama,Birmingham,Women's Apparel,47.0,280.0,13160.0,921.0,Outlet,2021,9,3
Walmart,1128299,2021-12-16,Southeast,Florida,Orlando,Men's Street Footwear,58.0,280.0,16240.0,585.0,Outlet,2021,12,4
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,43.0,279.0,11997.0,396.0,Outlet,2020,4,2
Walmart,1185732,2020-05-07,Northeast,New York,New York,Men's Apparel,48.0,279.0,13392.0,496.0,Outlet,2020,5,2
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278.0,12788.0,614.0,Online,2020,3,1
Foot Locker,1185732,2020-09-22,Southeast,Florida,Miami,Women's Apparel,56.0,278.0,15568.0,950.0,Online,2020,9,3
Foot Locker,1185732,2021-08-06,Southeast,South Carolina,Charleston,Women's Apparel,58.0,278.0,16124.0,984.0,Online,2021,8,3
Foot Locker,1185732,2021-11-06,Southeast,South Carolina,Charleston,Men's Street Footwear,50.0,278.0,13900.0,792.0,Online,2021,11,4
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,46.0,278.0,12788.0,435.0,Outlet,2020,3,1
West Gear,1128299,2021-01-19,West,California,San Francisco,Men's Athletic Footwear,47.0,278.0,13066.0,287.0,Outlet,2021,1,1
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,36.0,278.0,10008.0,530.0,Outlet,2021,9,3
West Gear,1197831,2021-07-06,West,Idaho,Boise,Women's Street Footwear,34.0,278.0,9452.0,397.0,Outlet,2021,7,3
West Gear,1128299,2021-01-12,West,California,San Francisco,Men's Street Footwear,56.0,277.0,15512.0,698.0,Online,2021,1,1
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276.0,9936.0,467.0,Online,2020,1,1
Walmart,1197831,2020-08-17,South,Texas,Houston,Women's Apparel,37.0,276.0,10212.0,643.0,Online,2020,8,3
Sports Direct,1185732,2021-03-02,Southeast,North Carolina,Charlotte,Men's Street Footwear,28.0,276.0,7728.0,417.0,Online,2021,3,1
Sports Direct,1197831,2021-08-23,South,Alabama,Birmingham,Men's Apparel,25.0,275.0,6875.0,2750.0,Outlet,2021,8,3
Foot Locker,1185732,2021-01-18,Midwest,Michigan,Detroit,Women's Athletic Footwear,25.0,275.0,6875.0,2750.0,In-store,2021,1,1
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Men's Athletic Footwear,30.0,275.0,8250.0,2888.0,In-store,2021,4,2
Foot Locker,1185732,2021-04-18,Midwest,Missouri,St. Louis,Women's Street Footwear,20.0,275.0,5500.0,1925.0,In-store,2021,4,2
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Women's Athletic Footwear,15.0,275.0,4125.0,1650.0,In-store,2021,9,3
Foot Locker,1185732,2021-09-19,Midwest,Missouri,St. Louis,Men's Apparel,25.0,275.0,6875.0,2406.0,In-store,2021,9,3
West Gear,1185732,2021-05-12,West,Utah,Salt Lake City,Women's Athletic Footwear,25.0,275.0,6875.0,2750.0,In-store,2021,5,2
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Women's Athletic Footwear,20.0,275.0,5500.0,2200.0,In-store,2021,10,4
West Gear,1185732,2021-10-11,West,Utah,Salt Lake City,Men's Apparel,30.0,275.0,8250.0,2888.0,In-store,2021,10,4
Foot Locker,1185732,2021-03-16,South,Mississippi,Jackson,Women's Athletic Footwear,20.0,275.0,5500.0,2200.0,Online,2021,3,1
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Women's Athletic Footwear,20.0,275.0,5500.0,2200.0,Online,2021,10,4
Walmart,1197831,2021-10-21,South,Arkansas,Little Rock,Men's Apparel,30.0,275.0,8250.0,2888.0,Online,2021,10,4
West Gear,1197831,2021-02-21,South,Arkansas,Little Rock,Men's Athletic Footwear,25.0,275.0,6875.0,2406.0,Online,2021,2,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,10.0,275.0,2750.0,1100.0,Online,2021,3,1
West Gear,1197831,2021-03-19,South,Oklahoma,Oklahoma City,Women's Apparel,25.0,275.0,6875.0,2750.0,Online,2021,3,1
West Gear,1197831,2021-09-19,South,Oklahoma,Oklahoma City,Women's Street Footwear,15.0,275.0,4125.0,1650.0,Online,2021,9,3
Foot Locker,1197831,2021-11-13,Midwest,Kansas,Wichita,Men's Athletic Footwear,15.0,275.0,4125.0,1444.0,Online,2021,11,4
Foot Locker,1185732,2021-01-12,Midwest,Kansas,Wichita,Women's Street Footwear,30.0,275.0,8250.0,2475.0,Online,2021,1,1
Sports Direct,1185732,2021-01-09,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,25.0,275.0,6875.0,2063.0,Online,2021,1,1
Sports Direct,1185732,2021-02-09,Midwest,North Dakota,Fargo,Women's Apparel,25.0,275.0,6875.0,2750.0,Online,2021,2,1
Foot Locker,1185732,2021-06-06,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,8250.0,2888.0,In-store,2021,6,2
Foot Locker,1185732,2021-09-07,Midwest,Iowa,Des Moines,Men's Athletic Footwear,30.0,275.0,8250.0,2888.0,In-store,2021,9,3
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Street Footwear,15.0,275.0,4125.0,1444.0,In-store,2021,3,1
West Gear,1185732,2021-03-09,Midwest,Indiana,Indianapolis,Women's Apparel,25.0,275.0,6875.0,2750.0,In-store,2021,3,1
West Gear,1185732,2021-09-11,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,30.0,275.0,8250.0,3300.0,In-store,2021,9,3
West Gear,1185732,2021-03-16,Northeast,West Virginia,Charleston,Men's Athletic Footwear,30.0,275.0,8250.0,3300.0,In-store,2021,3,1
Foot Locker,1185732,2021-02-15,Northeast,Maryland,Baltimore,Women's Street Footwear,30.0,275.0,8250.0,3300.0,In-store,2021,2,1
Foot Locker,1185732,2021-03-13,Northeast,Delaware,Wilmington,Women's Street Footwear,30.0,275.0,8250.0,3300.0,In-store,2021,3,1
Kohl's,1185732,2021-01-10,Northeast,Delaware,Wilmington,Women's Street Footwear,25.0,275.0,6875.0,2750.0,In-store,2021,1,1
Walmart,1185732,2020-04-28,Northeast,New York,New York,Men's Athletic Footwear,53.0,273.0,14469.0,622.0,Online,2020,4,2
West Gear,1128299,2021-01-06,West,California,San Francisco,Men's Street Footwear,56.0,273.0,15288.0,764.0,Online,2021,1,1
West Gear,1128299,2021-01-18,West,California,San Francisco,Men's Street Footwear,62.0,273.0,16926.0,779.0,Online,2021,1,1
West Gear,1128299,2021-02-12,West,California,San Francisco,Men's Athletic Footwear,58.0,273.0,15834.0,428.0,Online,2021,2,1
Sports Direct,1197831,2021-09-24,South,Texas,Dallas,Women's Street Footwear,46.0,273.0,12558.0,691.0,Online,2021,9,3
Foot Locker,1185732,2020-08-06,West,Washington,Seattle,Men's Street Footwear,44.0,273.0,12012.0,661.0,Online,2020,8,3
Foot Locker,1185732,2021-06-07,Southeast,South Carolina,Charleston,Men's Street Footwear,51.0,273.0,13923.0,780.0,Online,2021,6,2
Walmart,1197831,2020-08-11,South,Texas,Houston,Women's Apparel,27.0,272.0,7344.0,404.0,Outlet,2020,8,3
Walmart,1197831,2020-09-11,South,Texas,Houston,Men's Street Footwear,31.0,272.0,8432.0,329.0,Outlet,2020,9,3
West Gear,1128299,2020-11-13,West,California,San Francisco,Men's Street Footwear,36.0,272.0,9792.0,382.0,Outlet,2020,11,4
Kohl's,1189833,2021-04-26,West,California,Los Angeles,Men's Athletic Footwear,37.0,272.0,10064.0,292.0,Outlet,2021,4,2
Kohl's,1189833,2021-05-19,West,California,Los Angeles,Men's Street Footwear,40.0,272.0,10880.0,500.0,Outlet,2021,5,2
Sports Direct,1197831,2021-09-21,South,Texas,Dallas,Women's Apparel,47.0,272.0,12784.0,729.0,Outlet,2021,9,3
Sports Direct,1197831,2021-04-15,South,Tennessee,Knoxville,Men's Street Footwear,29.0,272.0,7888.0,394.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-20,South,Tennessee,Knoxville,Women's Apparel,38.0,272.0,10336.0,641.0,Outlet,2021,4,2
Walmart,1128299,2021-06-17,Southeast,Florida,Orlando,Men's Street Footwear,50.0,272.0,13600.0,435.0,Outlet,2021,6,2
Walmart,1128299,2021-08-17,Southeast,Florida,Orlando,Men's Athletic Footwear,60.0,272.0,16320.0,441.0,Outlet,2021,8,3
West Gear,1185732,2021-01-12,Southeast,Florida,Orlando,Men's Street Footwear,30.0,272.0,8160.0,416.0,Outlet,2021,1,1
Foot Locker,1128299,2021-07-23,Southeast,Virginia,Richmond,Men's Street Footwear,60.0,272.0,16320.0,604.0,Outlet,2021,7,3
Foot Locker,1128299,2021-08-24,Southeast,Virginia,Richmond,Men's Street Footwear,67.0,272.0,18224.0,729.0,Outlet,2021,8,3
West Gear,1128299,2021-12-16,South,Louisiana,New Orleans,Men's Street Footwear,46.0,272.0,12512.0,576.0,Outlet,2021,12,4
West Gear,1128299,2020-11-03,South,Texas,Houston,Women's Street Footwear,33.0,271.0,8943.0,376.0,Outlet,2020,11,4
West Gear,1128299,2020-12-25,West,California,San Francisco,Men's Street Footwear,40.0,271.0,10840.0,412.0,Outlet,2020,12,4
West Gear,1128299,2021-02-14,West,California,San Francisco,Women's Athletic Footwear,40.0,271.0,10840.0,325.0,Outlet,2021,2,1
Sports Direct,1197831,2021-04-08,South,Tennessee,Knoxville,Women's Apparel,31.0,271.0,8401.0,496.0,Outlet,2021,4,2
Sports Direct,1197831,2021-04-22,South,Tennessee,Knoxville,Men's Athletic Footwear,44.0,271.0,11924.0,608.0,Outlet,2021,4,2
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Athletic Footwear,40.0,271.0,10840.0,466.0,Outlet,2021,7,3
Walmart,1197831,2021-07-19,South,Arkansas,Little Rock,Men's Street Footwear,39.0,271.0,10569.0,444.0,Outlet,2021,7,3
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270.0,14580.0,598.0,Online,2020,3,1
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270.0,14580.0,656.0,Online,2020,4,2
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270.0,13500.0,594.0,Online,2020,4,2
Kohl's,1189833,2021-04-19,West,California,Los Angeles,Men's Street Footwear,44.0,270.0,11880.0,653.0,Online,2021,4,2
Sports Direct,1185732,2020-09-29,Southeast,Florida,Miami,Men's Street Footwear,56.0,270.0,15120.0,907.0,Online,2020,9,3
West Gear,1128299,2021-07-16,South,Louisiana,New Orleans,Men's Street Footwear,86.0,270.0,23220.0,1231.0,Online,2021,7,3
Foot Locker,1185732,2021-07-05,Southeast,South Carolina,Charleston,Men's Athletic Footwear,58.0,270.0,15660.0,767.0,Online,2021,7,3
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,35.0,270.0,9450.0,350.0,Outlet,2020,3,1
Walmart,1185732,2020-04-30,Northeast,New York,New York,Women's Athletic Footwear,41.0,270.0,11070.0,410.0,Outlet,2020,4,2
Sports Direct,1197831,2020-07-19,Northeast,New York,New York,Men's Street Footwear,20.0,270.0,5400.0,211.0,Outlet,2020,7,3
Sports Direct,1197831,2020-07-20,Northeast,New York,New York,Men's Athletic Footwear,26.0,270.0,7020.0,260.0,Outlet,2020,7,3
Walmart,1197831,2020-09-04,South,Texas,Houston,Women's Apparel,39.0,270.0,10530.0,569.0,Outlet,2020,9,3
Walmart,1197831,2020-10-20,South,Texas,Houston,Men's Street Footwear,34.0,270.0,9180.0,349.0,Outlet,2020,10,4
West Gear,1128299,2020-12-31,West,California,San Francisco,Men's Street Footwear,44.0,270.0,11880.0,523.0,Outlet,2020,12,4
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268.0,12596.0,592.0,Online,2020,4,2
Walmart,1197831,2020-08-12,South,Texas,Houston,Men's Street Footwear,29.0,268.0,7772.0,373.0,Online,2020,8,3
Walmart,1197831,2020-08-30,South,Texas,Houston,Men's Street Footwear,37.0,268.0,9916.0,486.0,Online,2020,8,3
West Gear,1128299,2021-01-25,West,California,San Francisco,Men's Athletic Footwear,56.0,268.0,15008.0,420.0,Online,2021,1,1
Foot Locker,1185732,2020-08-18,Southeast,Florida,Miami,Men's Street Footwear,41.0,268.0,10988.0,659.0,Online,2020,8,3
Sports Direct,1197831,2021-09-14,South,Alabama,Birmingham,Women's Street Footwear,51.0,268.0,13668.0,820.0,Online,2021,9,3
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53.0,267.0,14151.0,594.0,Online,2020,3,1
Foot Locker,1185732,2021-03-05,Southeast,South Carolina,Charleston,Men's Street Footwear,33.0,265.0,8745.0,507.0,Online,2021,3,1
Walmart,1197831,2020-08-20,South,Texas,Houston,Women's Street Footwear,27.0,264.0,7128.0,285.0,Outlet,2020,8,3
Walmart,1197831,2020-09-05,South,Texas,Houston,Men's Street Footwear,33.0,264.0,8712.0,366.0,Outlet,2020,9,3
West Gear,1128299,2020-11-01,South,Texas,Houston,Men's Street Footwear,30.0,264.0,7920.0,309.0,Outlet,2020,11,4
West Gear,1128299,2021-01-14,West,California,San Francisco,Women's Street Footwear,46.0,264.0,12144.0,486.0,Outlet,2021,1,1
West Gear,1128299,2021-01-17,West,California,San Francisco,Women's Apparel,56.0,264.0,14784.0,281.0,Outlet,2021,1,1
West Gear,1128299,2021-01-29,West,California,San Francisco,Women's Apparel,51.0,264.0,13464.0,202.0,Outlet,2021,1,1
Kohl's,1189833,2021-03-19,West,California,Los Angeles,Men's Street Footwear,24.0,264.0,6336.0,279.0,Outlet,2021,3,1
Kohl's,1189833,2021-04-24,West,California,Los Angeles,Women's Apparel,48.0,264.0,12672.0,279.0,Outlet,2021,4,2
Kohl's,1189833,2021-05-02,West,California,Los Angeles,Men's Athletic Footwear,41.0,264.0,10824.0,336.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-08,West,California,Los Angeles,Men's Athletic Footwear,39.0,264.0,10296.0,278.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-14,West,California,Los Angeles,Men's Athletic Footwear,43.0,264.0,11352.0,341.0,Outlet,2021,5,2
Kohl's,1189833,2021-05-20,West,California,Los Angeles,Men's Athletic Footwear,42.0,264.0,11088.0,333.0,Outlet,2021,5,2
Sports Direct,1197831,2021-09-09,South,Texas,Dallas,Women's Apparel,34.0,264.0,8976.0,467.0,Outlet,2021,9,3
Sports Direct,1197831,2021-09-17,South,Texas,Dallas,Men's Athletic Footwear,34.0,264.0,8976.0,377.0,Outlet,2021,9,3
Sports Direct,1197831,2021-04-16,South,Tennessee,Knoxville,Men's Athletic Footwear,30.0,264.0,7920.0,396.0,Outlet,2021,4,2
Sports Direct,1197831,2021-05-16,South,Tennessee,Knoxville,Men's Athletic Footwear,37.0,264.0,9768.0,479.0,Outlet,2021,5,2
Sports Direct,1197831,2021-09-07,South,Alabama,Birmingham,Men's Athletic Footwear,37.0,264.0,9768.0,537.0,Outlet,2021,9,3
West Gear,1197831,2021-07-06,West,Idaho,Boise,Men's Street Footwear,35.0,264.0,9240.0,425.0,Outlet,2021,7,3
Foot Locker,1197831,2021-07-06,West,Idaho,Boise,Women's Apparel,51.0,264.0,13464.0,794.0,Outlet,2021,7,3
Foot Locker,1185732,2021-01-09,Southeast,Georgia,Atlanta,Women's Street Footwear,24.0,264.0,6336.0,203.0,Outlet,2021,1,1
Walmart,1185732,2020-05-02,Northeast,New York,New York,Women's Apparel,66.0,263.0,17358.0,642.0,Online,2020,5,2
West Gear,1128299,2021-02-05,West,California,San Francisco,Men's Street Footwear,52.0,263.0,13676.0,602.0,Online,2021,2,1
Sports Direct,1197831,2021-09-15,South,Texas,Dallas,Women's Apparel,53.0,263.0,13939.0,878.0,Online,2021,9,3
Sports Direct,1197831,2021-04-17,South,Tennessee,Knoxville,Women's Street Footwear,36.0,263.0,9468.0,568.0,Online,2021,4,2
