Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
Walmart,1185732,4/18/2020,Northeast,New York,New York,Women's Apparel,$62.00 ,290,"17,980.00",$665 ,Online
Walmart,1185732,4/26/2020,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"19,720.00",$749 ,Online
Walmart,1185732,7/18/2020,Northeast,New York,New York,Women's Apparel,$68.00 ,290,"19,720.00",$690 ,Online
West Gear,1185732,4/24/2020,Southeast,Florida,Miami,Men's Street Footwear,$55.00 ,290,"15,950.00",$941 ,Online
Foot Locker,1185732,12/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$67.00 ,290,"19,430.00","$1,166 ",Online
Foot Locker,1185732,1/29/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,289,"12,427.00",$398 ,Outlet
Foot Locker,1185732,2/3/2020,Northeast,New York,New York,Women's Athletic Footwear,$31.00 ,289,"8,959.00",$331 ,Outlet
Foot Locker,1185732,2/9/2020,Northeast,New York,New York,Women's Athletic Footwear,$33.00 ,289,"9,537.00",$381 ,Outlet
Walmart,1185732,4/25/2020,Northeast,New York,New York,Men's Apparel,$51.00 ,289,"14,739.00",$472 ,Outlet
Sports Direct,1197831,7/26/2020,South,Texas,Houston,Men's Athletic Footwear,$23.00 ,289,"6,647.00",$279 ,Outlet
Walmart,1197831,10/25/2020,South,Texas,Houston,Women's Apparel,$44.00 ,289,"12,716.00",$725 ,Outlet
West Gear,1128299,11/7/2020,West,California,San Francisco,Men's Street Footwear,$28.00 ,289,"8,092.00",$340 ,Outlet
West Gear,1128299,1/30/2021,West,California,San Francisco,Men's Street Footwear,$36.00 ,289,"10,404.00",$343 ,Outlet
Kohl's,1189833,5/7/2021,West,California,Los Angeles,Men's Street Footwear,$38.00 ,289,"10,982.00",$505 ,Outlet
Foot Locker,1185732,7/16/2021,South,Mississippi,Jackson,Men's Street Footwear,$47.00 ,289,"13,583.00",$625 ,Outlet
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,288,"10,368.00",$435 ,Outlet
Foot Locker,1185732,3/8/2020,Northeast,New York,New York,Men's Apparel,$45.00 ,288,"12,960.00",$441 ,Outlet
Kohl's,1189833,5/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,288,"12,096.00",$339 ,Outlet
West Gear,1185732,2/10/2021,Southeast,Florida,Orlando,Men's Street Footwear,$36.00 ,288,"10,368.00",$487 ,Outlet
Foot Locker,1185732,9/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,287,"14,637.00",$849 ,Online
Walmart,1197831,8/13/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,287,"8,610.00",$362 ,Outlet
West Gear,1128299,1/24/2021,West,California,San Francisco,Men's Street Footwear,$40.00 ,287,"11,480.00",$402 ,Outlet
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$42.00 ,287,"12,054.00",$205 ,Outlet
Foot Locker,1185732,3/15/2020,Northeast,New York,New York,Women's Apparel,$61.00 ,286,"17,446.00",$698 ,Online
Walmart,1185732,5/5/2020,Northeast,New York,New York,Women's Street Footwear,$54.00 ,285,"15,390.00",$723 ,Online
Walmart,1197831,10/27/2020,South,Texas,Houston,Men's Athletic Footwear,$44.00 ,285,"12,540.00",$602 ,Online
Sports Direct,1197831,4/23/2021,South,Tennessee,Knoxville,Women's Street Footwear,$46.00 ,285,"13,110.00",$787 ,Online
Walmart,1197831,8/25/2020,South,Texas,Houston,Men's Athletic Footwear,$32.00 ,285,"9,120.00",$383 ,Outlet
Kohl's,1189833,4/25/2021,West,California,Los Angeles,Men's Street Footwear,$30.00 ,285,"8,550.00",$402 ,Outlet
Foot Locker,1185732,9/23/2020,Southeast,Florida,Miami,Men's Street Footwear,$53.00 ,284,"15,052.00",$828 ,Online
Foot Locker,1185732,4/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,283,"9,339.00",$532 ,Online
Foot Locker,1185732,5/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$48.00 ,282,"13,536.00",$744 ,Online
Foot Locker,1185732,1/4/2020,Northeast,New York,New York,Women's Athletic Footwear,$36.00 ,281,"10,116.00",$374 ,Outlet
Foot Locker,1185732,2/4/2020,Northeast,New York,New York,Men's Apparel,$44.00 ,281,"12,364.00",$445 ,Outlet
Walmart,1197831,10/22/2020,South,Texas,Houston,Women's Street Footwear,$34.00 ,281,"9,554.00",$373 ,Outlet
West Gear,1128299,1/8/2021,West,California,San Francisco,Women's Street Footwear,$42.00 ,281,"11,802.00",$531 ,Outlet
Sports Direct,1197831,10/16/2021,South,Texas,Dallas,Men's Street Footwear,$46.00 ,281,"12,926.00",$608 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Apparel,$30.00 ,281,"8,430.00",$447 ,Outlet
Walmart,1185732,4/24/2020,Northeast,New York,New York,Women's Apparel,$59.00 ,280,"16,520.00",$661 ,Online
Foot Locker,1185732,2/10/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"13,160.00",$461 ,Outlet
Walmart,1185732,5/1/2020,Northeast,New York,New York,Men's Apparel,$47.00 ,280,"13,160.00",$474 ,Outlet
West Gear,1128299,1/31/2021,West,California,San Francisco,Men's Athletic Footwear,$39.00 ,280,"10,920.00",$197 ,Outlet
Sports Direct,1197831,9/11/2021,South,Texas,Dallas,Men's Athletic Footwear,$40.00 ,280,"11,200.00",$459 ,Outlet
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$42.00 ,280,"11,760.00",$647 ,Outlet
Sports Direct,1197831,9/5/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,280,"10,080.00",$645 ,Outlet
Sports Direct,1197831,9/11/2021,South,Alabama,Birmingham,Women's Apparel,$47.00 ,280,"13,160.00",$921 ,Outlet
Walmart,1128299,12/16/2021,Southeast,Florida,Orlando,Men's Street Footwear,$58.00 ,280,"16,240.00",$585 ,Outlet
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$43.00 ,279,"11,997.00",$396 ,Outlet
Walmart,1185732,5/7/2020,Northeast,New York,New York,Men's Apparel,$48.00 ,279,"13,392.00",$496 ,Outlet
Foot Locker,1185732,3/6/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,278,"12,788.00",$614 ,Online
Foot Locker,1185732,9/22/2020,Southeast,Florida,Miami,Women's Apparel,$56.00 ,278,"15,568.00",$950 ,Online
Foot Locker,1185732,8/6/2021,Southeast,South Carolina,Charleston,Women's Apparel,$58.00 ,278,"16,124.00",$984 ,Online
Foot Locker,1185732,11/6/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$50.00 ,278,"13,900.00",$792 ,Online
Foot Locker,1185732,3/14/2020,Northeast,New York,New York,Men's Apparel,$46.00 ,278,"12,788.00",$435 ,Outlet
West Gear,1128299,1/19/2021,West,California,San Francisco,Men's Athletic Footwear,$47.00 ,278,"13,066.00",$287 ,Outlet
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$36.00 ,278,"10,008.00",$530 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Women's Street Footwear,$34.00 ,278,"9,452.00",$397 ,Outlet
West Gear,1128299,1/12/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,277,"15,512.00",$698 ,Online
Foot Locker,1185732,1/21/2020,Northeast,New York,New York,Women's Street Footwear,$36.00 ,276,"9,936.00",$467 ,Online
Walmart,1197831,8/17/2020,South,Texas,Houston,Women's Apparel,$37.00 ,276,"10,212.00",$643 ,Online
Sports Direct,1185732,3/2/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$28.00 ,276,"7,728.00",$417 ,Online
Sports Direct,1197831,8/23/2021,South,Alabama,Birmingham,Men's Apparel,$25.00 ,275,"6,875","$2,750 ",Outlet
Foot Locker,1185732,1/18/2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,4/18/2021,Midwest,Missouri,St. Louis,Women's Street Footwear,$20.00 ,275,"5,500","$1,925 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Women's Athletic Footwear,$15.00 ,275,"4,125","$1,650 ",In-store
Foot Locker,1185732,9/19/2021,Midwest,Missouri,St. Louis,Men's Apparel,$25.00 ,275,"6,875","$2,406 ",In-store
West Gear,1185732,5/12/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",In-store
West Gear,1185732,10/11/2021,West,Utah,Salt Lake City,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,3/16/2021,South,Mississippi,Jackson,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,$20.00 ,275,"5,500","$2,200 ",Online
Walmart,1197831,10/21/2021,South,Arkansas,Little Rock,Men's Apparel,$30.00 ,275,"8,250","$2,888 ",Online
West Gear,1197831,2/21/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,$25.00 ,275,"6,875","$2,406 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$10.00 ,275,"2,750","$1,100 ",Online
West Gear,1197831,3/19/2021,South,Oklahoma,Oklahoma City,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online
West Gear,1197831,9/19/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,$15.00 ,275,"4,125","$1,650 ",Online
Foot Locker,1197831,11/13/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,$15.00 ,275,"4,125","$1,444 ",Online
Foot Locker,1185732,1/12/2021,Midwest,Kansas,Wichita,Women's Street Footwear,$30.00 ,275,"8,250","$2,475 ",Online
Sports Direct,1185732,1/9/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,$25.00 ,275,"6,875","$2,063 ",Online
Sports Direct,1185732,2/9/2021,Midwest,North Dakota,Fargo,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",Online
Foot Locker,1185732,6/6/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
Foot Locker,1185732,9/7/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,$30.00 ,275,"8,250","$2,888 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Street Footwear,$15.00 ,275,"4,125","$1,444 ",In-store
West Gear,1185732,3/9/2021,Midwest,Indiana,Indianapolis,Women's Apparel,$25.00 ,275,"6,875","$2,750 ",In-store
West Gear,1185732,9/11/2021,Midwest,Indiana,Indianapolis,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
West Gear,1185732,3/16/2021,Northeast,West Virginia,Charleston,Men's Athletic Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Foot Locker,1185732,2/15/2021,Northeast,Maryland,Baltimore,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Foot Locker,1185732,3/13/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$30.00 ,275,"8,250","$3,300 ",In-store
Kohl's,1185732,1/10/2021,Northeast,Delaware,Wilmington,Women's Street Footwear,$25.00 ,275,"6,875","$2,750 ",In-store
Walmart,1185732,4/28/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,273,"14,469.00",$622 ,Online
West Gear,1128299,1/6/2021,West,California,San Francisco,Men's Street Footwear,$56.00 ,273,"15,288.00",$764 ,Online
West Gear,1128299,1/18/2021,West,California,San Francisco,Men's Street Footwear,$62.00 ,273,"16,926.00",$779 ,Online
West Gear,1128299,2/12/2021,West,California,San Francisco,Men's Athletic Footwear,$58.00 ,273,"15,834.00",$428 ,Online
Sports Direct,1197831,9/24/2021,South,Texas,Dallas,Women's Street Footwear,$46.00 ,273,"12,558.00",$691 ,Online
Foot Locker,1185732,8/6/2020,West,Washington,Seattle,Men's Street Footwear,$44.00 ,273,"12,012.00",$661 ,Online
Foot Locker,1185732,6/7/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$51.00 ,273,"13,923.00",$780 ,Online
Walmart,1197831,8/11/2020,South,Texas,Houston,Women's Apparel,$27.00 ,272,"7,344.00",$404 ,Outlet
Walmart,1197831,9/11/2020,South,Texas,Houston,Men's Street Footwear,$31.00 ,272,"8,432.00",$329 ,Outlet
West Gear,1128299,11/13/2020,West,California,San Francisco,Men's Street Footwear,$36.00 ,272,"9,792.00",$382 ,Outlet
Kohl's,1189833,4/26/2021,West,California,Los Angeles,Men's Athletic Footwear,$37.00 ,272,"10,064.00",$292 ,Outlet
Kohl's,1189833,5/19/2021,West,California,Los Angeles,Men's Street Footwear,$40.00 ,272,"10,880.00",$500 ,Outlet
Sports Direct,1197831,9/21/2021,South,Texas,Dallas,Women's Apparel,$47.00 ,272,"12,784.00",$729 ,Outlet
Sports Direct,1197831,4/15/2021,South,Tennessee,Knoxville,Men's Street Footwear,$29.00 ,272,"7,888.00",$394 ,Outlet
Sports Direct,1197831,4/20/2021,South,Tennessee,Knoxville,Women's Apparel,$38.00 ,272,"10,336.00",$641 ,Outlet
Walmart,1128299,6/17/2021,Southeast,Florida,Orlando,Men's Street Footwear,$50.00 ,272,"13,600.00",$435 ,Outlet
Walmart,1128299,8/17/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$60.00 ,272,"16,320.00",$441 ,Outlet
West Gear,1185732,1/12/2021,Southeast,Florida,Orlando,Men's Street Footwear,$30.00 ,272,"8,160.00",$416 ,Outlet
Foot Locker,1128299,7/23/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$60.00 ,272,"16,320.00",$604 ,Outlet
Foot Locker,1128299,8/24/2021,Southeast,Virginia,Richmond,Men's Street Footwear,$67.00 ,272,"18,224.00",$729 ,Outlet
West Gear,1128299,12/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$46.00 ,272,"12,512.00",$576 ,Outlet
West Gear,1128299,11/3/2020,South,Texas,Houston,Women's Street Footwear,$33.00 ,271,"8,943.00",$376 ,Outlet
West Gear,1128299,12/25/2020,West,California,San Francisco,Men's Street Footwear,$40.00 ,271,"10,840.00",$412 ,Outlet
West Gear,1128299,2/14/2021,West,California,San Francisco,Women's Athletic Footwear,$40.00 ,271,"10,840.00",$325 ,Outlet
Sports Direct,1197831,4/8/2021,South,Tennessee,Knoxville,Women's Apparel,$31.00 ,271,"8,401.00",$496 ,Outlet
Sports Direct,1197831,4/22/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$44.00 ,271,"11,924.00",$608 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Athletic Footwear,$40.00 ,271,"10,840.00",$466 ,Outlet
Walmart,1197831,7/19/2021,South,Arkansas,Little Rock,Men's Street Footwear,$39.00 ,271,"10,569.00",$444 ,Outlet
Foot Locker,1185732,3/5/2020,Northeast,New York,New York,Men's Athletic Footwear,$54.00 ,270,"14,580.00",$598 ,Online
Walmart,1185732,4/17/2020,Northeast,New York,New York,Men's Apparel,$54.00 ,270,"14,580.00",$656 ,Online
Walmart,1185732,4/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$50.00 ,270,"13,500.00",$594 ,Online
Kohl's,1189833,4/19/2021,West,California,Los Angeles,Men's Street Footwear,$44.00 ,270,"11,880.00",$653 ,Online
Sports Direct,1185732,9/29/2020,Southeast,Florida,Miami,Men's Street Footwear,$56.00 ,270,"15,120.00",$907 ,Online
West Gear,1128299,7/16/2021,South,Louisiana,New Orleans,Men's Street Footwear,$86.00 ,270,"23,220.00","$1,231 ",Online
Foot Locker,1185732,7/5/2021,Southeast,South Carolina,Charleston,Men's Athletic Footwear,$58.00 ,270,"15,660.00",$767 ,Online
Foot Locker,1185732,3/13/2020,Northeast,New York,New York,Women's Athletic Footwear,$35.00 ,270,"9,450.00",$350 ,Outlet
Walmart,1185732,4/30/2020,Northeast,New York,New York,Women's Athletic Footwear,$41.00 ,270,"11,070.00",$410 ,Outlet
Sports Direct,1197831,7/19/2020,Northeast,New York,New York,Men's Street Footwear,$20.00 ,270,"5,400.00",$211 ,Outlet
Sports Direct,1197831,7/20/2020,Northeast,New York,New York,Men's Athletic Footwear,$26.00 ,270,"7,020.00",$260 ,Outlet
Walmart,1197831,9/4/2020,South,Texas,Houston,Women's Apparel,$39.00 ,270,"10,530.00",$569 ,Outlet
Walmart,1197831,10/20/2020,South,Texas,Houston,Men's Street Footwear,$34.00 ,270,"9,180.00",$349 ,Outlet
West Gear,1128299,12/31/2020,West,California,San Francisco,Men's Street Footwear,$44.00 ,270,"11,880.00",$523 ,Outlet
Walmart,1185732,4/21/2020,Northeast,New York,New York,Women's Street Footwear,$47.00 ,268,"12,596.00",$592 ,Online
Walmart,1197831,8/12/2020,South,Texas,Houston,Men's Street Footwear,$29.00 ,268,"7,772.00",$373 ,Online
Walmart,1197831,8/30/2020,South,Texas,Houston,Men's Street Footwear,$37.00 ,268,"9,916.00",$486 ,Online
West Gear,1128299,1/25/2021,West,California,San Francisco,Men's Athletic Footwear,$56.00 ,268,"15,008.00",$420 ,Online
Foot Locker,1185732,8/18/2020,Southeast,Florida,Miami,Men's Street Footwear,$41.00 ,268,"10,988.00",$659 ,Online
Sports Direct,1197831,9/14/2021,South,Alabama,Birmingham,Women's Street Footwear,$51.00 ,268,"13,668.00",$820 ,Online
Foot Locker,1185732,3/11/2020,Northeast,New York,New York,Men's Athletic Footwear,$53.00 ,267,"14,151.00",$594 ,Online
Foot Locker,1185732,3/5/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$33.00 ,265,"8,745.00",$507 ,Online
Walmart,1197831,8/20/2020,South,Texas,Houston,Women's Street Footwear,$27.00 ,264,"7,128.00",$285 ,Outlet
Walmart,1197831,9/5/2020,South,Texas,Houston,Men's Street Footwear,$33.00 ,264,"8,712.00",$366 ,Outlet
West Gear,1128299,11/1/2020,South,Texas,Houston,Men's Street Footwear,$30.00 ,264,"7,920.00",$309 ,Outlet
West Gear,1128299,1/14/2021,West,California,San Francisco,Women's Street Footwear,$46.00 ,264,"12,144.00",$486 ,Outlet
West Gear,1128299,1/17/2021,West,California,San Francisco,Women's Apparel,$56.00 ,264,"14,784.00",$281 ,Outlet
West Gear,1128299,1/29/2021,West,California,San Francisco,Women's Apparel,$51.00 ,264,"13,464.00",$202 ,Outlet
Kohl's,1189833,3/19/2021,West,California,Los Angeles,Men's Street Footwear,$24.00 ,264,"6,336.00",$279 ,Outlet
Kohl's,1189833,4/24/2021,West,California,Los Angeles,Women's Apparel,$48.00 ,264,"12,672.00",$279 ,Outlet
Kohl's,1189833,5/2/2021,West,California,Los Angeles,Men's Athletic Footwear,$41.00 ,264,"10,824.00",$336 ,Outlet
Kohl's,1189833,5/8/2021,West,California,Los Angeles,Men's Athletic Footwear,$39.00 ,264,"10,296.00",$278 ,Outlet
Kohl's,1189833,5/14/2021,West,California,Los Angeles,Men's Athletic Footwear,$43.00 ,264,"11,352.00",$341 ,Outlet
Kohl's,1189833,5/20/2021,West,California,Los Angeles,Men's Athletic Footwear,$42.00 ,264,"11,088.00",$333 ,Outlet
Sports Direct,1197831,9/9/2021,South,Texas,Dallas,Women's Apparel,$34.00 ,264,"8,976.00",$467 ,Outlet
Sports Direct,1197831,9/17/2021,South,Texas,Dallas,Men's Athletic Footwear,$34.00 ,264,"8,976.00",$377 ,Outlet
Sports Direct,1197831,4/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$30.00 ,264,"7,920.00",$396 ,Outlet
Sports Direct,1197831,5/16/2021,South,Tennessee,Knoxville,Men's Athletic Footwear,$37.00 ,264,"9,768.00",$479 ,Outlet
Sports Direct,1197831,9/7/2021,South,Alabama,Birmingham,Men's Athletic Footwear,$37.00 ,264,"9,768.00",$537 ,Outlet
West Gear,1197831,7/6/2021,West,Idaho,Boise,Men's Street Footwear,$35.00 ,264,"9,240.00",$425 ,Outlet
Foot Locker,1197831,7/6/2021,West,Idaho,Boise,Women's Apparel,$51.00 ,264,"13,464.00",$794 ,Outlet
Foot Locker,1185732,1/9/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,$24.00 ,264,"6,336.00",$203 ,Outlet
Walmart,1185732,5/2/2020,Northeast,New York,New York,Women's Apparel,$66.00 ,263,"17,358.00",$642 ,Online
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$52.00 ,263,"13,676.00",$602 ,Online
Sports Direct,1197831,9/15/2021,South,Texas,Dallas,Women's Apparel,$53.00 ,263,"13,939.00",$878 ,Online
Sports Direct,1197831,4/17/2021,South,Tennessee,Knoxville,Women's Street Footwear,$36.00 ,263,"9,468.00",$568 ,Online
West Gear,1185732,6/10/2021,Northeast,New York,Albany,Men's Street Footwear,$59.00 ,263,"15,517.00",$869 ,Online
Sports Direct,1185732,8/16/2021,Midwest,Michigan,Detroit,Men's Street Footwear,$55.00 ,263,"14,465.00",$926 ,Online
Sports Direct,1185732,2/4/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,$34.00 ,263,"8,942.00",$447 ,Online
Sports Direct,1185732,4/3/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,$27.00 ,263,"7,101.00",$383 ,Online
Sports Direct,1185732,7/2/2021,Southeast,North Carolina,Charlotte,Women's Apparel,$64.00 ,263,"16,832.00","$1,060 ",Online
Sports Direct,1197831,8/1/2020,South,Texas,Houston,Men's Athletic Footwear,$30.00 ,263,"7,890.00",$308 ,Outlet
Walmart,1197831,8/21/2020,South,Texas,Houston,Women's Athletic Footwear,$26.00 ,263,"6,838.00",$328 ,Outlet
West Gear,1128299,1/13/2021,West,California,San Francisco,Men's Athletic Footwear,$49.00 ,263,"12,887.00",$309 ,Outlet
West Gear,1128299,1/22/2021,West,California,San Francisco,Men's Apparel,$59.00 ,263,"15,517.00",$884 ,Outlet
West Gear,1128299,2/5/2021,West,California,San Francisco,Men's Street Footwear,$39.00 ,263,"10,257.00",$359 ,Outlet
Sports Direct,1197831,8/30/2021,South,Alabama,Birmingham,Women's Apparel,$36.00 ,263,"9,468.00",$625 ,Outlet
Walmart,1128299,7/16/2021,Southeast,Florida,Orlando,Men's Athletic Footwear,$74.00 ,263,"19,462.00",$545 ,Outlet
West Gear,1197831,6/4/2021,West,Idaho,Boise,Men's Athletic Footwear,$35.00 ,263,"9,205.00",$377 ,Outlet
Foot Locker,1185732,6/18/2021,South,Mississippi,Jackson,Men's Street Footwear,$31.00 ,263,"8,153.00",$359 ,Outlet
Foot Locker,1185732,1/8/2020,Northeast,New York,New York,Men's Athletic Footwear,$46.00 ,261,"12,006.00",$528 ,Online
Foot Locker,1185732,2/8/2020,Northeast,New York,New York,Women's Street Footwear,$46.00 ,261,"12,006.00",$564 ,Online
Foot Locker,1185732,3/7/2020,Northeast,New York,New York,Women's Athletic Footwear,$47.00 ,261,"12,267.00",$552 ,Online
